timestamp,location,price_per_mwh
2027-01-01T00:00:00Z,HB_WEST,45.41
2027-01-01T00:00:00Z,HB_NORTH,50.73
2027-01-01T00:00:00Z,HB_SOUTH,49.01
2027-01-01T01:00:00Z,HB_WEST,40.75
2027-01-01T01:00:00Z,HB_NORTH,46.5
2027-01-01T01:00:00Z,HB_SOUTH,48.8
2027-01-01T02:00:00Z,HB_WEST,27.63
2027-01-01T02:00:00Z,HB_NORTH,36.51
2027-01-01T02:00:00Z,HB_SOUTH,35.04
2027-01-01T03:00:00Z,HB_WEST,26.37
2027-01-01T03:00:00Z,HB_NORTH,26.67
2027-01-01T03:00:00Z,HB_SOUTH,31.62
2027-01-01T04:00:00Z,HB_WEST,22.79
2027-01-01T04:00:00Z,HB_NORTH,25.33
2027-01-01T04:00:00Z,HB_SOUTH,31.74
2027-01-01T05:00:00Z,HB_WEST,19.88
2027-01-01T05:00:00Z,HB_NORTH,26.54
2027-01-01T05:00:00Z,HB_SOUTH,30.59
2027-01-01T06:00:00Z,HB_WEST,23.08
2027-01-01T06:00:00Z,HB_NORTH,24.32
2027-01-01T06:00:00Z,HB_SOUTH,28.72
2027-01-01T07:00:00Z,HB_WEST,23.57
2027-01-01T07:00:00Z,HB_NORTH,27.83
2027-01-01T07:00:00Z,HB_SOUTH,31.04
2027-01-01T08:00:00Z,HB_WEST,23.89
2027-01-01T08:00:00Z,HB_NORTH,26.58
2027-01-01T08:00:00Z,HB_SOUTH,26.62
2027-01-01T09:00:00Z,HB_WEST,23.27
2027-01-01T09:00:00Z,HB_NORTH,26.8
2027-01-01T09:00:00Z,HB_SOUTH,28.17
2027-01-01T10:00:00Z,HB_WEST,23.02
2027-01-01T10:00:00Z,HB_NORTH,25.83
2027-01-01T10:00:00Z,HB_SOUTH,29.15
2027-01-01T11:00:00Z,HB_WEST,21.78
2027-01-01T11:00:00Z,HB_NORTH,29.71
2027-01-01T11:00:00Z,HB_SOUTH,26.96
2027-01-01T12:00:00Z,HB_WEST,27.32
2027-01-01T12:00:00Z,HB_NORTH,31.67
2027-01-01T12:00:00Z,HB_SOUTH,31.8
2027-01-01T13:00:00Z,HB_WEST,31.74
2027-01-01T13:00:00Z,HB_NORTH,37.35
2027-01-01T13:00:00Z,HB_SOUTH,36.67
2027-01-01T14:00:00Z,HB_WEST,31.63
2027-01-01T14:00:00Z,HB_NORTH,33.13
2027-01-01T14:00:00Z,HB_SOUTH,35.17
2027-01-01T15:00:00Z,HB_WEST,26.28
2027-01-01T15:00:00Z,HB_NORTH,28.37
2027-01-01T15:00:00Z,HB_SOUTH,32.47
2027-01-01T16:00:00Z,HB_WEST,20.83
2027-01-01T16:00:00Z,HB_NORTH,25.97
2027-01-01T16:00:00Z,HB_SOUTH,27.06
2027-01-01T17:00:00Z,HB_WEST,22.56
2027-01-01T17:00:00Z,HB_NORTH,28.34
2027-01-01T17:00:00Z,HB_SOUTH,27.42
2027-01-01T18:00:00Z,HB_WEST,24.18
2027-01-01T18:00:00Z,HB_NORTH,27.55
2027-01-01T18:00:00Z,HB_SOUTH,30.19
2027-01-01T19:00:00Z,HB_WEST,23.55
2027-01-01T19:00:00Z,HB_NORTH,28.25
2027-01-01T19:00:00Z,HB_SOUTH,30.21
2027-01-01T20:00:00Z,HB_WEST,20.68
2027-01-01T20:00:00Z,HB_NORTH,29.15
2027-01-01T20:00:00Z,HB_SOUTH,26.96
2027-01-01T21:00:00Z,HB_WEST,25.33
2027-01-01T21:00:00Z,HB_NORTH,27.92
2027-01-01T21:00:00Z,HB_SOUTH,31.4
2027-01-01T22:00:00Z,HB_WEST,29.25
2027-01-01T22:00:00Z,HB_NORTH,37.21
2027-01-01T22:00:00Z,HB_SOUTH,36.02
2027-01-01T23:00:00Z,HB_WEST,36.71
2027-01-01T23:00:00Z,HB_NORTH,46.44
2027-01-01T23:00:00Z,HB_SOUTH,47.91
2027-01-02T00:00:00Z,HB_WEST,33.27
2027-01-02T00:00:00Z,HB_NORTH,35.39
2027-01-02T00:00:00Z,HB_SOUTH,37.08
2027-01-02T01:00:00Z,HB_WEST,33.75
2027-01-02T01:00:00Z,HB_NORTH,33.11
2027-01-02T01:00:00Z,HB_SOUTH,41.68
2027-01-02T02:00:00Z,HB_WEST,26.55
2027-01-02T02:00:00Z,HB_NORTH,29.41
2027-01-02T02:00:00Z,HB_SOUTH,32.3
2027-01-02T03:00:00Z,HB_WEST,25.57
2027-01-02T03:00:00Z,HB_NORTH,25.84
2027-01-02T03:00:00Z,HB_SOUTH,32.69
2027-01-02T04:00:00Z,HB_WEST,22.84
2027-01-02T04:00:00Z,HB_NORTH,27.37
2027-01-02T04:00:00Z,HB_SOUTH,31.59
2027-01-02T05:00:00Z,HB_WEST,23.75
2027-01-02T05:00:00Z,HB_NORTH,27.84
2027-01-02T05:00:00Z,HB_SOUTH,31.16
2027-01-02T06:00:00Z,HB_WEST,21.51
2027-01-02T06:00:00Z,HB_NORTH,29.52
2027-01-02T06:00:00Z,HB_SOUTH,29.92
2027-01-02T07:00:00Z,HB_WEST,20.7
2027-01-02T07:00:00Z,HB_NORTH,28.75
2027-01-02T07:00:00Z,HB_SOUTH,30.0
2027-01-02T08:00:00Z,HB_WEST,20.01
2027-01-02T08:00:00Z,HB_NORTH,29.03
2027-01-02T08:00:00Z,HB_SOUTH,28.8
2027-01-02T09:00:00Z,HB_WEST,23.42
2027-01-02T09:00:00Z,HB_NORTH,27.31
2027-01-02T09:00:00Z,HB_SOUTH,30.41
2027-01-02T10:00:00Z,HB_WEST,21.63
2027-01-02T10:00:00Z,HB_NORTH,24.54
2027-01-02T10:00:00Z,HB_SOUTH,27.92
2027-01-02T11:00:00Z,HB_WEST,20.33
2027-01-02T11:00:00Z,HB_NORTH,27.46
2027-01-02T11:00:00Z,HB_SOUTH,27.57
2027-01-02T12:00:00Z,HB_WEST,21.62
2027-01-02T12:00:00Z,HB_NORTH,31.01
2027-01-02T12:00:00Z,HB_SOUTH,31.56
2027-01-02T13:00:00Z,HB_WEST,25.59
2027-01-02T13:00:00Z,HB_NORTH,33.7
2027-01-02T13:00:00Z,HB_SOUTH,33.03
2027-01-02T14:00:00Z,HB_WEST,26.52
2027-01-02T14:00:00Z,HB_NORTH,29.16
2027-01-02T14:00:00Z,HB_SOUTH,35.56
2027-01-02T15:00:00Z,HB_WEST,25.18
2027-01-02T15:00:00Z,HB_NORTH,26.43
2027-01-02T15:00:00Z,HB_SOUTH,30.19
2027-01-02T16:00:00Z,HB_WEST,23.49
2027-01-02T16:00:00Z,HB_NORTH,25.28
2027-01-02T16:00:00Z,HB_SOUTH,30.44
2027-01-02T17:00:00Z,HB_WEST,22.98
2027-01-02T17:00:00Z,HB_NORTH,26.05
2027-01-02T17:00:00Z,HB_SOUTH,28.43
2027-01-02T18:00:00Z,HB_WEST,20.12
2027-01-02T18:00:00Z,HB_NORTH,29.12
2027-01-02T18:00:00Z,HB_SOUTH,27.07
2027-01-02T19:00:00Z,HB_WEST,23.63
2027-01-02T19:00:00Z,HB_NORTH,25.26
2027-01-02T19:00:00Z,HB_SOUTH,26.55
2027-01-02T20:00:00Z,HB_WEST,20.63
2027-01-02T20:00:00Z,HB_NORTH,26.19
2027-01-02T20:00:00Z,HB_SOUTH,27.25
2027-01-02T21:00:00Z,HB_WEST,24.35
2027-01-02T21:00:00Z,HB_NORTH,30.39
2027-01-02T21:00:00Z,HB_SOUTH,32.21
2027-01-02T22:00:00Z,HB_WEST,24.4
2027-01-02T22:00:00Z,HB_NORTH,33.7
2027-01-02T22:00:00Z,HB_SOUTH,36.26
2027-01-02T23:00:00Z,HB_WEST,28.21
2027-01-02T23:00:00Z,HB_NORTH,39.28
2027-01-02T23:00:00Z,HB_SOUTH,35.68
2027-01-03T00:00:00Z,HB_WEST,34.2
2027-01-03T00:00:00Z,HB_NORTH,38.55
2027-01-03T00:00:00Z,HB_SOUTH,43.49
2027-01-03T01:00:00Z,HB_WEST,30.95
2027-01-03T01:00:00Z,HB_NORTH,35.22
2027-01-03T01:00:00Z,HB_SOUTH,34.92
2027-01-03T02:00:00Z,HB_WEST,28.67
2027-01-03T02:00:00Z,HB_NORTH,30.92
2027-01-03T02:00:00Z,HB_SOUTH,31.55
2027-01-03T03:00:00Z,HB_WEST,21.96
2027-01-03T03:00:00Z,HB_NORTH,28.44
2027-01-03T03:00:00Z,HB_SOUTH,27.54
2027-01-03T04:00:00Z,HB_WEST,24.11
2027-01-03T04:00:00Z,HB_NORTH,27.73
2027-01-03T04:00:00Z,HB_SOUTH,29.82
2027-01-03T05:00:00Z,HB_WEST,22.02
2027-01-03T05:00:00Z,HB_NORTH,27.02
2027-01-03T05:00:00Z,HB_SOUTH,26.52
2027-01-03T06:00:00Z,HB_WEST,22.97
2027-01-03T06:00:00Z,HB_NORTH,27.66
2027-01-03T06:00:00Z,HB_SOUTH,29.74
2027-01-03T07:00:00Z,HB_WEST,20.64
2027-01-03T07:00:00Z,HB_NORTH,29.42
2027-01-03T07:00:00Z,HB_SOUTH,28.04
2027-01-03T08:00:00Z,HB_WEST,21.99
2027-01-03T08:00:00Z,HB_NORTH,25.37
2027-01-03T08:00:00Z,HB_SOUTH,30.53
2027-01-03T09:00:00Z,HB_WEST,23.25
2027-01-03T09:00:00Z,HB_NORTH,29.53
2027-01-03T09:00:00Z,HB_SOUTH,27.37
2027-01-03T10:00:00Z,HB_WEST,22.52
2027-01-03T10:00:00Z,HB_NORTH,25.3
2027-01-03T10:00:00Z,HB_SOUTH,30.72
2027-01-03T11:00:00Z,HB_WEST,20.31
2027-01-03T11:00:00Z,HB_NORTH,25.87
2027-01-03T11:00:00Z,HB_SOUTH,29.5
2027-01-03T12:00:00Z,HB_WEST,21.5
2027-01-03T12:00:00Z,HB_NORTH,27.89
2027-01-03T12:00:00Z,HB_SOUTH,27.64
2027-01-03T13:00:00Z,HB_WEST,25.0
2027-01-03T13:00:00Z,HB_NORTH,30.36
2027-01-03T13:00:00Z,HB_SOUTH,30.4
2027-01-03T14:00:00Z,HB_WEST,27.21
2027-01-03T14:00:00Z,HB_NORTH,30.67
2027-01-03T14:00:00Z,HB_SOUTH,31.84
2027-01-03T15:00:00Z,HB_WEST,21.44
2027-01-03T15:00:00Z,HB_NORTH,26.35
2027-01-03T15:00:00Z,HB_SOUTH,32.98
2027-01-03T16:00:00Z,HB_WEST,20.69
2027-01-03T16:00:00Z,HB_NORTH,25.08
2027-01-03T16:00:00Z,HB_SOUTH,27.78
2027-01-03T17:00:00Z,HB_WEST,21.5
2027-01-03T17:00:00Z,HB_NORTH,27.27
2027-01-03T17:00:00Z,HB_SOUTH,30.44
2027-01-03T18:00:00Z,HB_WEST,23.55
2027-01-03T18:00:00Z,HB_NORTH,26.19
2027-01-03T18:00:00Z,HB_SOUTH,27.39
2027-01-03T19:00:00Z,HB_WEST,21.34
2027-01-03T19:00:00Z,HB_NORTH,25.88
2027-01-03T19:00:00Z,HB_SOUTH,31.4
2027-01-03T20:00:00Z,HB_WEST,21.61
2027-01-03T20:00:00Z,HB_NORTH,28.21
2027-01-03T20:00:00Z,HB_SOUTH,29.14
2027-01-03T21:00:00Z,HB_WEST,23.32
2027-01-03T21:00:00Z,HB_NORTH,26.56
2027-01-03T21:00:00Z,HB_SOUTH,31.21
2027-01-03T22:00:00Z,HB_WEST,27.92
2027-01-03T22:00:00Z,HB_NORTH,34.1
2027-01-03T22:00:00Z,HB_SOUTH,31.11
2027-01-03T23:00:00Z,HB_WEST,28.63
2027-01-03T23:00:00Z,HB_NORTH,37.16
2027-01-03T23:00:00Z,HB_SOUTH,38.18
2027-01-04T00:00:00Z,HB_WEST,42.49
2027-01-04T00:00:00Z,HB_NORTH,49.12
2027-01-04T00:00:00Z,HB_SOUTH,44.18
2027-01-04T01:00:00Z,HB_WEST,34.06
2027-01-04T01:00:00Z,HB_NORTH,41.33
2027-01-04T01:00:00Z,HB_SOUTH,43.8
2027-01-04T02:00:00Z,HB_WEST,30.22
2027-01-04T02:00:00Z,HB_NORTH,37.43
2027-01-04T02:00:00Z,HB_SOUTH,37.13
2027-01-04T03:00:00Z,HB_WEST,23.6
2027-01-04T03:00:00Z,HB_NORTH,30.67
2027-01-04T03:00:00Z,HB_SOUTH,33.12
2027-01-04T04:00:00Z,HB_WEST,21.62
2027-01-04T04:00:00Z,HB_NORTH,28.07
2027-01-04T04:00:00Z,HB_SOUTH,27.2
2027-01-04T05:00:00Z,HB_WEST,23.54
2027-01-04T05:00:00Z,HB_NORTH,28.96
2027-01-04T05:00:00Z,HB_SOUTH,29.09
2027-01-04T06:00:00Z,HB_WEST,19.83
2027-01-04T06:00:00Z,HB_NORTH,27.33
2027-01-04T06:00:00Z,HB_SOUTH,29.71
2027-01-04T07:00:00Z,HB_WEST,20.36
2027-01-04T07:00:00Z,HB_NORTH,26.34
2027-01-04T07:00:00Z,HB_SOUTH,28.56
2027-01-04T08:00:00Z,HB_WEST,24.15
2027-01-04T08:00:00Z,HB_NORTH,24.91
2027-01-04T08:00:00Z,HB_SOUTH,31.76
2027-01-04T09:00:00Z,HB_WEST,19.82
2027-01-04T09:00:00Z,HB_NORTH,27.95
2027-01-04T09:00:00Z,HB_SOUTH,29.16
2027-01-04T10:00:00Z,HB_WEST,20.94
2027-01-04T10:00:00Z,HB_NORTH,26.67
2027-01-04T10:00:00Z,HB_SOUTH,28.35
2027-01-04T11:00:00Z,HB_WEST,22.9
2027-01-04T11:00:00Z,HB_NORTH,29.87
2027-01-04T11:00:00Z,HB_SOUTH,29.28
2027-01-04T12:00:00Z,HB_WEST,26.21
2027-01-04T12:00:00Z,HB_NORTH,32.72
2027-01-04T12:00:00Z,HB_SOUTH,29.91
2027-01-04T13:00:00Z,HB_WEST,31.55
2027-01-04T13:00:00Z,HB_NORTH,37.71
